sample_id,episode_name,task_type,port_name,target_module_name,left_image,center_image,right_image,x_m,y_m,z_m,xy_m,x_mm,y_mm,z_mm,xy_mm,collect_pattern,collect_local_x_mm,collect_local_y_mm,collect_radius_mm,left_confidence,center_confidence,right_confidence,yolo_multiview_detect_count,triangulation_valid
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000010,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000010_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000010_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000010_right.png,-0.00042084536725880484,0.0005795387489737811,-0.016228831431755596,0.0007162234181491789,-0.42084536725880484,0.5795387489737811,-16.228831431755594,0.7162234181491789,gaussian,2.223866794925816,0.03962980950728102,2.224219872983605,0.8861933350563049,0.8657615780830383,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000011,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000011_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000011_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000011_right.png,0.00041703347159617935,0.0006503994939474697,-0.016314488570129772,0.0007726166048944884,0.4170334715961794,0.6503994939474697,-16.31448857012977,0.7726166048944884,gaussian,-3.7299585239008493,-6.32097880172001,7.339438916008112,0.8861933350563049,0.8657615780830383,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000012,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000012_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000012_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000012_right.png,0.0005050815548038529,-0.00032332686663067963,-0.016279230335578997,0.000599706294521152,0.505081554803853,-0.3233268666306796,-16.279230335578998,0.599706294521152,gaussian,2.377658952113066,-9.145368236106544,9.449392693001489,0.0,0.0,0.0,0,False
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000013,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000013_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000013_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000013_right.png,0.00022268499933907168,-0.0021525632507642385,-0.01620138102060745,0.002164051098627606,0.22268499933907168,-2.1525632507642385,-16.20138102060745,2.164051098627606,gaussian,-1.3898061969460407,-0.7694566842682249,1.588592098065034,0.8764150142669678,0.8211127519607544,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000014,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000014_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000014_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000014_right.png,0.00015073893422273493,-0.0034232838409240397,-0.016351088600417826,0.0034266010100130204,0.15073893422273493,-3.42328384092404,-16.351088600417825,3.4266010100130204,gaussian,4.534166565318541,-11.387614654680718,12.257097289552352,0.8764150142669678,0.8211127519607544,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000015,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000015_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000015_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000015_right.png,0.0004530949015425035,-0.004506318357884153,-0.016272029818535025,0.0045290396479173755,0.4530949015425035,-4.506318357884154,-16.272029818535025,4.529039647917376,gaussian,7.119846712201096,-7.7190298101250825,10.5012208059273,0.8764150142669678,0.8211127519607544,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000016,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000016_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000016_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000016_right.png,0.001231434582163433,-0.005513019386932976,-0.01621048578071138,0.005648877223913339,1.231434582163433,-5.513019386932976,-16.21048578071138,5.648877223913339,gaussian,-3.6253837972517866,-9.020233718883276,9.721523749940365,0.8764150142669678,0.8211127519607544,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000017,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000017_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000017_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000017_right.png,0.0014814141198630033,-0.006260643028985758,-0.016214213387700103,0.006433524611821847,1.4814141198630033,-6.260643028985758,-16.214213387700102,6.433524611821847,gaussian,0.6453943377942922,-1.1617817350871416,1.3290111554230921,0.8764150142669678,0.8211127519607544,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000018,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000018_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000018_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000018_right.png,0.001363965194258072,-0.006160689901619267,-0.016387368332458803,0.006309873304200415,1.363965194258072,-6.160689901619267,-16.387368332458802,6.309873304200416,gaussian,-0.15224248343607175,4.920984324635086,4.923338755059112,0.8764150142669678,0.8211127519607544,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000019,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000019_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000019_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000019_right.png,0.0013486385423463355,-0.00441774391182012,-0.016559539821008395,0.0046190136596816625,1.3486385423463354,-4.4177439118201205,-16.559539821008396,4.619013659681663,gaussian,-1.6438941868866932,-5.8130116111431205,6.040984364237719,0.0,0.0,0.0,0,False
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000020,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000020_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000020_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000020_right.png,0.000917899918180745,-0.002692692893801452,-0.016563957438016697,0.0028448436301710955,0.917899918180745,-2.692692893801452,-16.563957438016697,2.8448436301710958,gaussian,-1.493783008347926,-8.97896536642855,9.102373686437641,0.8691688776016235,0.8609529137611389,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000021,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000021_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000021_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000021_right.png,-0.00010610340306522357,-0.0019152050538969471,-0.0163892479619124,0.001918141895328505,-0.10610340306522358,-1.9152050538969472,-16.3892479619124,1.918141895328505,gaussian,2.754974615287743,3.187445022722996,4.213038203453826,0.8691688776016235,0.8609529137611389,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000022,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000022_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000022_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000022_right.png,-0.0005801989688463777,-0.000770199575269953,-0.01643294901105609,0.0009642811981970902,-0.5801989688463777,-0.7701995752699531,-16.43294901105609,0.9642811981970902,gaussian,1.8520240947105229,9.569825017696042,9.74738652751133,0.8691688776016235,0.8609529137611389,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000023,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000023_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000023_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000023_right.png,-0.00047742151388263383,0.0016654467681306928,-0.016664674173910196,0.0017325253935786787,-0.4774215138826338,1.6654467681306928,-16.664674173910196,1.7325253935786786,gaussian,2.412840965210148,2.0623250544820255,3.174111868498104,0.8691688776016235,0.8609529137611389,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000024,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000024_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000024_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000024_right.png,-0.00028290720031731324,0.003688030597279246,-0.016733765592366154,0.0036988655247872006,-0.28290720031731326,3.688030597279246,-16.733765592366154,3.6988655247872004,gaussian,5.941023086257298,-13.36119000323721,14.622487942003856,0.8691688776016235,0.8609529137611389,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000025,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000025_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000025_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000025_right.png,-0.00010729594876873748,0.004279608105572758,-0.016535891010143345,0.004280952926382891,-0.10729594876873748,4.279608105572758,-16.535891010143345,4.2809529263828905,gaussian,1.6468077597839348,-2.372761508824934,2.8882473882002833,0.8691688776016235,0.8609529137611389,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000026,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000026_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000026_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000026_right.png,-2.7580973416632053e-05,0.003933543502050428,-0.01644656239348075,0.003933640196131029,-0.027580973416632053,3.9335435020504286,-16.44656239348075,3.933640196131029,gaussian,1.196666312278018,6.054345777945136,6.171475760453343,0.8862016201019287,0.8392528891563416,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000027,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000027_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000027_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000027_right.png,0.00015892015800146554,0.00409112994363742,-0.016490351014325114,0.0040942154110825595,0.15892015800146553,4.091129943637419,-16.490351014325114,4.094215411082559,gaussian,-2.7968137632942027,-1.1287859531263935,3.016011431431808,0.8862016201019287,0.8392528891563416,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000028,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000028_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000028_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000028_right.png,6.749674912790491e-05,0.0043591442696189475,-0.016478735836208274,0.004359666796269475,0.0674967491279049,4.359144269618947,-16.478735836208273,4.359666796269475,gaussian,4.421027086576065,8.030870634079495,9.167353142622991,0.8862016201019287,0.8392528891563416,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000029,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000029_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000029_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000029_right.png,0.00010639854787727808,0.00473288365254139,-0.016578801712781234,0.004734079458509745,0.10639854787727808,4.73288365254139,-16.578801712781235,4.734079458509745,gaussian,-3.5550103186854862,-11.821983126444108,12.344933511683628,0.8862016201019287,0.8392528891563416,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000030,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000030_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000030_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000030_right.png,-6.873646817867108e-05,0.004265058456725729,-0.0165112782431945,0.004265612305560051,-0.06873646817867109,4.265058456725729,-16.5112782431945,4.265612305560051,gaussian,0.7251147600242974,1.8770771885731006,2.0122649395809162,0.8862016201019287,0.8392528891563416,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000031,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000031_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000031_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000031_right.png,-0.0005765091349876276,0.003044422407683055,-0.016521465321151195,0.0030985271628835003,-0.5765091349876277,3.044422407683055,-16.521465321151194,3.0985271628835003,gaussian,3.995696884573898,-1.4635585673109757,4.255302254052338,0.8862016201019287,0.8392528891563416,0.0,2,True
20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000032,20260506_181642_nic_rail0_sfp_port_0_task_1,nic,sfp_port_0,nic_card_mount_0,images/left/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000032_left.png,images/center/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000032_center.png,images/right/20260506_181642_nic_rail0_sfp_port_0_task_1/20260506_181642_nic_rail0_sfp_port_0_task_1_collect_000032_right.png,-0.0005806637366618728,0.00205494773335606,-0.016465187331033464,0.002135411099039091,-0.5806637366618728,2.05494773335606,-16.465187331033462,2.135411099039091,gaussian,5.404529740313852,14.195508164194555,15.18951591571144,0.8862016201019287,0.8392528891563416,0.0,2,True
